,Unnamed: 0,Date,Open,Close,Volume,Returns,High,Low,LongStop,ShortStop,stopdist_long,stopdist_short,Signal,Open.1,Regime_2,Prob_Regime0,Prob_Regime1,ROC_5,ROC_22,EMA_10,EMA_20,EMA_50,pice/ema50,pice/ema20,target_1d,target
465,465,2018-12-28 23:59:59.999,3567.89,3839.26,45964.304987,7.605292734401936,3887.25,3540.04,3148.7654596613324,4144.279228796771,2.4933613207934733,1.1014180456910043,0,3567.89,1.0,0.0001081575827163,0.999891842417312,-2.301696562850686,2.495334762493373,3759.453974696368,3774.860238846588,4290.346986721411,-451.08698672141054,64.39976115341233,-0.037491599943739184,0
466,466,2018-12-29 23:59:59.999,3839.0,3695.32,38874.373903,-3.7491599943739184,3892.0,3670.0,3148.7654596613324,4144.279228796771,2.013538070871711,1.6539913818872465,0,3839.0,1.0,0.1188919408623249,0.8811080591377035,-7.801627241448994,-2.181727699629932,3747.7932520243007,3767.284978004056,4267.012595085277,-571.6925950852769,-71.96497800405587,0.02884459261985417,0
467,467,2018-12-30 23:59:59.999,3696.71,3801.91,33222.369262,2.884459261985417,3903.5,3657.9,3148.7654596613324,4144.279228796771,2.4293480302283927,1.2734302443330254,0,3696.71,1.0,0.3716345780219881,0.6283654219780404,1.498215329743524,6.558461396167514,3757.632660747154,3770.582599146527,4248.773277630953,-446.8632776309532,31.327400853473137,-0.026042173539089553,0
468,468,2018-12-31 23:59:59.999,3803.12,3702.9,29991.77835,-2.604217353908956,3810.0,3630.33,3148.7654596613324,4144.279228796771,2.1318007361930764,1.6980218636330162,0,3803.12,0.0,0.5663941453849586,0.4336058546150699,-1.9810786343157472,-3.551726113886533,3747.681267884035,3764.136637323048,4227.366482429739,-524.4664824297392,-61.23663732304794,0.025450322720030227,0
469,469,2019-01-01 23:59:59.999,3701.23,3797.14,23741.687033,2.5450322720030227,3810.16,3642.0,3148.7654596613324,4144.279228796771,2.5856422003290347,1.384350839713376,0,3701.23,0.0,0.7171116045271245,0.2828883954729038,6.42476968309178,2.7553770715391224,3756.673764632392,3767.279814720853,4210.494855667789,-413.35485566778925,29.860185279146663,0.016175331960370132,0
470,470,2019-01-02 23:59:59.999,3796.45,3858.56,35156.463369,1.6175331960370132,3882.14,3750.45,3172.025837431722,4144.279228796771,2.8743003475173152,1.196215604990034,0,3796.45,0.0,0.8316773705381378,0.1683226294618907,0.5027010413465094,1.490040532258785,3775.1985346992296,3775.97316569982,4196.693488778857,-338.13348877885664,82.58683430018027,-0.023786075634433468,0
471,471,2019-01-03 23:59:59.999,3857.57,3766.78,29406.948359,-2.378607563443347,3862.74,3730.0,3209.16525368855,4144.279228796771,2.443092504646922,1.6539475372271857,0,3857.57,0.0,0.8371471694947912,0.1628528305052373,1.9337973436671207,1.7251343541548447,3773.667892026642,3775.0976261093606,4179.8341362777255,-413.0541362777253,-8.31762610936039,0.006698028554892987,0
472,472,2019-01-04 23:59:59.999,3767.2,3792.01,29519.554671,0.6698028554892987,3823.64,3703.57,3209.16525368855,4144.279228796771,2.68067994000158,1.6201931322045775,0,3767.2,0.0,0.8597969925164092,0.1402030074836192,-0.2603954328219138,-0.1351016817920713,3777.002820749071,3776.70832838466,4164.625346619776,-372.61534661977566,15.301671615340638,-0.005551145698455495,0
473,473,2019-01-05 23:59:59.999,3790.09,3770.96,30490.667751,-0.5551145698455495,3840.99,3751.0,3209.16525368855,4144.279228796771,2.7447359528347595,1.823909383080964,0,3790.09,0.0,0.7261539937784596,0.2738460062215687,1.8380188500904728,-2.2702769945264545,3775.904126067421,3776.1608685385017,4149.1874898895885,-378.22748988958847,-5.200868538501709,0.05744956191526818,0
474,474,2019-01-06 23:59:59.999,3771.12,3987.6,36553.806709,5.744956191526818,4027.71,3740.0,3209.16525368855,4144.279228796771,3.65490259757408,0.7356394650016157,0,3771.12,1.0,0.1535019374260137,0.8464980625740146,5.015880373122927,5.862301488273802,3814.3942849642535,3796.297928677692,4142.850725580193,-155.25072558019338,191.3020713223077,-0.0030469455311465943,0
475,475,2019-01-07 23:59:59.999,3987.62,3975.45,31869.846264,-0.3046945531146594,4017.9,3921.53,3282.9717864450577,4144.279228796771,3.4396490245750218,0.8386015340026199,0,3987.62,0.0,0.6862856406625207,0.3137143593375078,3.029368469066185,4.837539985390316,3843.67714224348,3813.360030708389,4136.285991243715,-160.8359912437154,162.0899692916114,-0.005111371039756452,0
476,476,2019-01-08 23:59:59.999,3976.76,3955.13,38901.423122,-0.5111371039756452,4069.8,3903.0,3295.054607800552,4144.279228796771,3.335902453066541,0.9559262226641768,0,3976.76,0.0,0.7796614224904218,0.2203385775096067,5.000292026611586,4.883902242399807,3863.94129819921,3826.861932545685,4129.181834724354,-174.0518347243542,128.26806745431531,0.0029126729083495118,0
477,477,2019-01-09 23:59:59.999,3955.45,3966.65,28989.439511,0.2912672908349512,4006.81,3930.04,3337.4396470204965,4144.279228796771,3.387220130135633,0.9562291793703068,0,3955.45,0.0,0.6522350931541097,0.3477649068459189,4.605473086832568,-0.5253786738890542,3882.615607617535,3840.175081827048,4122.808037284184,-156.15803728418405,126.47491817295167,-0.09599284030605171,0
478,478,2019-01-10 23:59:59.999,3966.06,3585.88,59402.22851,-9.59928403060517,3996.01,3540.0,3337.4396470204965,4144.279228796771,1.1675646638820631,2.624240386326826,0,3966.06,1.0,1.348158426959168e-05,0.9999865184157586,-4.908034028470198,-9.799393779320576,3828.663678959801,3815.956502605425,4101.75203582206,-515.8720358220598,-230.07650260542505,0.004302988387787643,1
479,479,2019-01-11 23:59:59.999,3585.88,3601.31,38338.654733,0.4302988387787643,3658.0,3465.0,3337.4396470204965,4144.279228796771,1.2517178110126983,2.57567493597714,0,3585.88,0.0,0.6093508936217935,0.3906491063782346,-9.687280569766276,-8.945850073196082,3787.326646421655,3795.513978547766,4082.126857946685,-480.8168579466851,-194.20397854776596,-0.005048163029564234,1
480,480,2019-01-12 23:59:59.999,3601.31,3583.13,21999.928354,-0.5048163029564234,3618.19,3530.0,3337.4396470204965,4144.279228796771,1.2374547211932458,2.8263086199662166,0,3601.31,0.0,0.7111575874048646,0.2888424125951636,-9.868568338175542,-9.66861205299182,3750.1999834358994,3775.286932971788,4062.5583537134817,-479.4283537134816,-192.1569329717881,-0.029672381409549753,1
481,481,2019-01-13 23:59:59.999,3584.1,3476.81,26385.757454,-2.967238140954976,3611.1,3441.3,3337.4396470204965,4144.279228796771,0.7122708942132651,3.411191076805499,0,3584.1,0.0,0.5439366427669633,0.456063357233065,-12.093660638209114,-3.041652258302008,3700.492713720281,3746.860558403047,4039.5878300384434,-562.7778300384434,-270.0505584030466,0.04293590964130911,1
482,482,2019-01-14 23:59:59.999,3477.56,3626.09,35235.211215,4.293590964130911,3671.87,3467.02,3337.4396470204965,4144.279228796771,1.468298081286609,2.6359096482369915,0,3477.56,1.0,0.4265592290702089,0.5734407709298195,-8.58558229236257,0.688082947594082,3686.9649475893207,3735.358600459899,4023.372228860465,-397.2822288604648,-109.26860045989906,-0.02014015096150401,1
483,483,2019-01-15 23:59:59.999,3626.08,3553.06,34137.997459,-2.014015096150401,3648.42,3516.62,3337.4396470204965,4142.19342236278,1.1341900174615414,3.0989154658342333,0,3626.08,0.0,0.7333180456446351,0.2666819543553934,-0.9152565060738248,-0.8392104110093723,3662.618593482171,3717.996828987528,4004.928612042408,-451.8686120424077,-164.93682898752786,0.010914535639702239,1
484,484,2019-01-16 23:59:59.999,3553.06,3591.84,27480.179977,1.091453563970224,3645.0,3543.51,3353.233419873498,4111.176580126502,1.3164675703379922,2.865343300525516,0,3553.06,0.0,0.89530777122542,0.1046922287746084,-0.2629598673815847,3.308492554956999,3649.749758303594,3705.981892893477,3988.72905862898,-396.8890586289799,-114.14189289347723,0.006784823377433247,1
485,485,2019-01-17 23:59:59.999,3591.84,3616.21,29755.440838,0.6784823377433247,3634.7,3530.39,3368.011577886148,4084.248422113852,1.4300947154041936,2.696791012491217,0,3591.84,0.0,0.9412572097325428,0.0587427902674856,0.923215177791481,-0.272469795289143,3643.651620430213,3697.432188808384,3974.120468094511,-357.91046809451063,-81.22218880838409,-0.005901205958724787,1
486,486,2019-01-18 23:59:59.999,3613.32,3594.87,22713.446755,-0.5901205958724787,3620.0,3565.75,3400.9679200975334,4042.492079902466,1.1997150056011054,2.7695366979430487,0,3613.32,0.0,0.9389880923608188,0.0610119076392093,3.395641406921857,1.176732168891048,3634.782234897447,3687.664361302824,3959.247900718256,-364.37790071825566,-92.79436130282376,0.0195918072141692,1
487,487,2019-01-19 23:59:59.999,3594.87,3665.3,22171.578123,1.95918072141692,3720.0,3594.23,3413.51662808778,4029.94337191222,1.5931814033318157,2.3073129673602564,0,3594.87,0.0,0.8850365652585215,0.1149634347415068,1.081330027660643,2.0451913225533414,3640.330919461547,3685.534422131126,3947.720532062638,-282.4205320626379,-20.23442213112594,-0.03438190598313917,1
488,488,2019-01-20 23:59:59.999,3665.75,3539.28,27901.938598,-3.438190598313917,3693.73,3475.0,3413.51662808778,4029.94337191222,0.7663484516390181,2.989893715662793,0,3665.75,0.0,0.7965741385446207,0.2034258614554077,-0.387834711488122,-2.1273653908373658,3621.958025013993,3671.6054295472095,3931.703256295476,-392.42325629547577,-132.3254295472093,-0.003497886575800746,1
489,489,2019-01-21 23:59:59.999,3539.26,3526.9,19644.436839,-0.3497886575800746,3559.51,3475.5,3413.51662808778,4023.1514812488986,0.7263622026019644,3.179110947974805,0,3539.26,0.0,0.9220165865951608,0.0779834134048677,-1.8079869927390968,-1.8907498741261848,3604.6747477387216,3657.823960066523,3915.828618793693,-388.9286187936928,-130.9239600665228,0.012484051149734832,1
490,490,2019-01-22 23:59:59.999,3526.88,3570.93,29336.442967,1.2484051149734832,3608.5,3434.85,3413.51662808778,4023.1514812488986,0.9972161562833444,2.8648301084056764,0,3526.88,0.0,0.9489048845284672,0.0510951154715614,-1.2521396710921118,-2.574686928764369,3598.5393390589543,3649.548344822092,3902.303182762568,-331.3731827625679,-78.61834482209224,-0.005071507982514323,1
491,491,2019-01-23 23:59:59.999,3570.41,3552.82,24938.842698,-0.5071507982514323,3607.98,3514.5,3413.51662808778,4006.764349811608,0.9200071701762464,2.9980039316696363,0,3570.41,0.0,0.9626120710207996,0.037387928979229,-1.1697224099897818,0.3825636852693215,3590.226731957326,3640.336121505702,3888.597959909134,-335.77795990913364,-87.5161215057019,0.004728638095935045,1
492,492,2019-01-24 23:59:59.999,3552.97,3569.62,20826.25118,0.4728638095935045,3589.0,3529.22,3413.51662808778,4006.764349811608,1.0973722592009223,3.073028320102103,0,3552.97,0.0,0.9666536620981452,0.0333463379018835,-2.610427522985848,1.2112620148005293,3586.48005341963,3633.601252790873,3876.0890203048543,-306.46902030485444,-63.98125279087344,-0.0012130142704265268,1
493,493,2019-01-25 23:59:59.999,3569.07,3565.29,17608.346671,-0.1213014270426526,3587.15,3522.51,3413.51662808778,3997.617723347402,1.1285039320703976,3.214552919221965,0,3569.07,0.0,0.9668806909108209,0.0331193090892079,0.7348952329287339,-0.1579420487099914,3582.627316434243,3627.095419191743,3863.9008234301546,-298.6108234301546,-61.80541919174266,-1.1219283704844152e-05,1
494,494,2019-01-26 23:59:59.999,3566.69,3565.25,19476.532344,-0.0011219283704844,3662.94,3545.0,3413.51662808778,3991.824951012662,1.1422634998101142,3.211297490686094,0,3566.69,0.0,0.9613780087449684,0.0386219912550605,1.087357169185399,0.3498629257885133,3579.467804355289,3621.2053792687193,3852.189026432894,-286.939026432894,-55.9553792687193,-0.004041792300680136,1
495,495,2019-01-27 23:59:59.999,3565.62,3550.84,22735.598162,-0.4041792300680136,3579.0,3486.0,3413.51662808778,3977.882455911396,1.0657439006611802,3.31420563283184,0,3565.62,0.0,0.9368231329613982,0.0631768670386305,-0.5625985387559984,-0.526106420291228,3574.262749017964,3614.503914576461,3840.371417553173,-289.531417553173,-63.66391457646023,-0.03286264658503346,1
496,496,2019-01-28 23:59:59.999,3550.05,3434.15,40405.111401,-3.286264658503346,3557.75,3380.27,3413.51662808778,3977.882455911396,0.1543086765409747,4.0663559994462615,0,3550.05,0.0,0.8429744903083514,0.1570255096916773,-3.3401635883608005,-3.67824216262912,3548.7877037419703,3597.3273512834644,3824.441165884421,-390.2911658844209,-163.1773512834643,-0.006729467262641453,1
497,497,2019-01-29 23:59:59.999,3434.0,3411.04,29544.928977,-0.6729467262641453,3443.45,3349.92,3413.51662808778,3888.087489288231,-0.0190955770602301,3.6781853270740585,-1,3434.0,0.0,0.9299014302456946,0.0700985697543341,-4.442489676772321,-4.32536287777856,3523.7426666979754,3579.585698780277,3808.229355457581,-397.18935545758086,-168.54569878027723,0.013819832074675187,1
498,498,2019-01-30 23:59:59.999,3410.04,3458.18,23968.260243,1.381983207467519,3478.0,3387.1,3130.5712596405924,3851.398740359408,2.6038556435193736,3.125328204306016,0,3410.04,0.0,0.948190316311314,0.0518096836887145,-3.00424369406136,-2.6095233803832385,3511.822181843798,3568.0232512773937,3794.5019297533618,-336.3219297533619,-109.84325127739385,-0.0069632002961095285,1
499,499,2019-01-31 23:59:59.999,3457.5,3434.1,29607.190253,-0.6963200296109529,3489.2,3418.8,3149.967133676533,3832.0028663234666,2.3623580882974826,3.308272875218446,0,3457.5,0.0,0.9599617132384916,0.0400382867615371,-3.67856391557394,-0.0014559643579992,3497.6908760540164,3555.268655917642,3780.368520743426,-346.26852074342605,-121.1686559176419,0.008144783203750672,1
500,500,2019-02-01 23:59:59.999,3434.1,3462.07,25260.476159,0.8144783203750672,3488.0,3401.2,3161.68342030888,3820.28657969112,2.5689964952484954,3.063576071583046,0,3434.1,0.0,0.9618704663307842,0.0381295336692448,-2.499971837649684,1.4960246728270563,3491.214353135104,3546.392593449295,3767.886225812312,-305.8162258123116,-84.3225934492948,0.012333661653288308,1
501,501,2019-02-02 23:59:59.999,3462.2,3504.77,17920.802,1.2333661653288308,3526.4,3440.29,3171.159578277992,3809.500421722008,2.93037002516061,2.6766936385243474,0,3462.2,0.0,0.9574798143312656,0.0425201856687631,2.0564040592286226,1.3472404559623952,3493.6790162014486,3542.4285369303143,3757.567942447123,-252.7979424471232,-37.65853693031431,-0.013313284466598296,1
502,502,2019-02-03 23:59:59.999,3504.06,3458.11,19867.33639,-1.3313284466598296,3511.09,3426.0,3181.2241204501925,3799.435879549808,2.4951360955415347,3.075832266318176,0,3504.06,0.0,0.954241771450287,0.0457582285497419,1.379931047422489,0.6991642642905083,3487.21192234664,3534.398200079808,3745.8244937237055,-287.71449372370625,-76.28820007980767,0.0014776857879013061,1
503,503,2019-02-04 23:59:59.999,3458.11,3463.22,23131.981108,0.1477685787901306,3484.88,3433.31,3197.684208405173,3778.645791594826,2.5281845167614927,3.0031906347077,0,3458.11,0.0,0.9584209053606708,0.0415790946393579,0.1457414015464841,0.0332171215486676,3482.8497546472504,3527.619323881731,3734.7419645580712,-271.52196455807143,-64.3993238817311,0.002416825959656199,1
504,504,2019-02-05 23:59:59.999,3463.22,3471.59,25264.41503,0.2416825959656199,3478.97,3448.43,3223.715787564656,3752.574212435344,2.540184004810186,2.8794911540813213,0,3463.22,0.0,0.9383393202294852,0.0616606797705436,1.0916979703561314,-0.9467097698279692,3480.802526529568,3522.2831977977567,3724.422279673441,-252.832279673441,-50.69319779775651,-0.019074833145619197,1
505,505,2019-02-06 23:59:59.999,3471.57,3405.37,35310.244846,-1.90748331456192,3482.72,3380.0,3223.715787564656,3752.574212435344,1.851817711080524,3.539466007034561,0,3471.57,0.0,0.8481327920275862,0.1518672079724426,-1.637748514616988,-1.5251105372588003,3467.08752170601,3511.148607531304,3711.9104255686,-306.5404255686003,-105.7786075313038,-0.002046767311628339,1
506,506,2019-02-07 23:59:59.999,3407.0,3398.4,18665.538638,-0.2046767311628339,3426.45,3390.0,3223.715787564656,3727.127012072629,1.900175351534213,3.575818083475032,0,3407.0,0.0,0.6933430969862638,0.3066569030137648,-3.035006576751109,-1.8716685627826024,3454.5988813958265,3500.4106449092747,3699.6158990757135,-301.21589907571433,-102.01064490927456,0.07669491525423733,1
507,507,2019-02-08 23:59:59.999,3398.4,3659.04,47968.058013,7.669491525423733,3733.58,3373.1,3223.715787564656,3727.127012072629,3.6647919881149513,0.5731928737492757,0,3398.4,1.0,0.004000655317877,0.9959993446821518,5.810399322173088,5.399543148816521,3491.769993869312,3515.5182025369627,3698.024687347255,-38.9846873472552,143.52179746303727,0.0016780357689447634,1
508,508,2019-02-09 23:59:59.999,3660.27,3665.18,24759.833719,0.1678035768944763,3680.02,3625.13,3265.6541202211706,3727.127012072629,3.5546282952811685,0.551149782946197,0,3660.27,0.0,0.7275550200481011,0.2724449799519277,5.831567154266848,7.629420591595037,3523.2990858930734,3529.771707057252,3696.7366603924606,-31.5566603924608,135.40829294274818,0.004059827893855283,1
509,509,2019-02-10 23:59:59.999,3665.18,3680.06,23250.602634,0.4059827893855283,3684.99,3609.76,3284.802208199054,3727.127012072629,3.636916510696959,0.4330813885696213,0,3665.18,0.0,0.9029868664932704,0.0970131335067581,6.0050293957523815,8.288017890772114,3551.8010702761508,3544.084877813704,3696.082673710404,-16.022673710403524,135.97512218629618,-0.013317717645907834,1
510,510,2019-02-11 23:59:59.999,3679.75,3631.05,24954.614571,-1.3317717645907834,3684.9,3615.53,3313.4404873791486,3727.127012072629,3.0321171020774424,0.9172167074532136,0,3679.75,0.0,0.939814577938116,0.0601854220619128,6.627180012744582,-0.7649547422274638,3566.2099665895776,3552.367270402875,3693.532372780584,-62.48237278058377,78.68272959712522,0.00011291499703935948,1
